timestamp,close,high,low,open,volume1488378600,92.2000,92.2000,92.2000,92.2000,500
1488379260,92.5000,92.5000,92.5000,92.5000,500
1488380827,91.8000,92.0000,90.4000,90.4000,500
1488380925,92.0000,92.0000,92.0000,92.0000,100
1488380995,92.0000,92.0000,92.0000,92.0000,200
1488381020,92.2000,92.2000,92.2000,92.2000,200
1488381724,92.8000,92.8000,92.8000,92.8000,100
1488382298,92.2500,93.1500,92.2500,93.1500,400
1488383413,93.2000,93.2000,92.4823,92.4823,900
1488383666,93.2500,93.2500,93.0000,93.0000,1000
1488384299,93.2000,93.2000,93.2000,93.2000,100
1488384745,93.2000,93.2000,93.0250,93.0250,200
1488385569,93.4000,93.4000,93.4000,93.4000,200
1488386214,93.4500,93.4500,93.4500,93.4500,100
1488386240,93.4000,93.4000,93.4000,93.4000,100
1488386558,93.5000,93.5000,93.5000,93.5000,100
1488386888,93.4500,93.4500,93.4500,93.4500,100
1488387116,93.4000,93.4000,93.4000,93.4000,100
1488387150,93.3500,93.3500,93.3500,93.3500,200
1488387216,93.4000,93.4500,93.4000,93.4500,300
1488387249,93.6000,93.6000,93.4250,93.5500,1300
1488387541,93.6500,93.6500,93.6000,93.6000,3300
1488387686,93.6500,93.7500,93.6500,93.7500,900
1488388676,93.6750,93.6750,93.6750,93.6750,600
1488392476,93.3750,93.3750,93.3750,93.3750,200
1488393731,93.4750,93.6000,93.4750,93.6000,700
1488394602,93.7000,93.7000,93.7000,93.7000,100
1488395398,93.2500,93.3500,93.2500,93.3500,400
1488395638,94.4500,94.4500,94.4500,94.4500,500
1488397144,93.3500,93.3500,93.3500,93.3500,500
1488397564,93.6500,93.6500,93.6500,93.6500,200
1488397637,94.0000,94.0000,94.0000,94.0000,900
1488398532,94.1000,94.1000,93.9750,93.9750,300
1488398796,94.2000,94.2000,94.2000,94.2000,200
1488398865,94.0500,94.1000,94.0500,94.1000,300
1488399193,94.0500,94.0500,94.0500,94.0500,400
1488399572,94.0000,94.0000,94.0000,94.0000,800
1488400987,94.1000,94.1000,94.1000,94.1000,200
1488401537,94.3000,94.3000,94.3000,94.3000,100
1488401685,94.3500,94.3500,94.3500,94.3500,200
1488401743,94.0000,94.2500,94.0000,94.2500,500
1488401998,93.9500,93.9500,93.9500,93.9500,100
1488402000,93.9500,93.9500,93.9500,93.9500,100
